"title","date","brief","detail_href"
"「威胁通告」Vollgar僵尸网络","2020/4/1","一、威胁概述4月1日，Guardicore Labs团队发布了一份长期攻击活动的分析报告，此攻击活动主要针对运行MS-SQL服务的Windows系统。分析报告称，此攻击活动至少从2018年5月开始，攻击者会针对目标的MS-SQL进行暴力猜解，成功登录目标系统后，再在系统中部署后门并运行远控工具等恶意程序。这一系列的攻击活动被命名为Vollgar。通过暴力破解账户登陆系统再植入恶意程序是一种十分普遍的攻击手法，但报告中称，每天仍有2-3千个数据","/html/2020/39_0401/889.html"
"「漏洞通告」Linux Kernel 信息泄漏&权限提升漏洞（CVE-2020-8835）","2020/3/31","一、漏洞概述3月31日，选手Manfred Paul在Pwn2Own比赛上用于演示Linux内核权限提升的漏洞被CVE收录，漏洞编号为CVE-2020-8835。此漏洞由于bpf验证系统在Linux内核中没有正确计算某些操作的寄存器限制，导致本地攻击者可以利用此缺陷越界读取机密信息(内核内存)或将用户提升为管理权限。请相关用户采取措施进行防护。参考链接：https: security-tracker debian org tracker CVE-2020-8835https: people canonical com ~ubuntu","/html/2020/39_0331/888.html"
"绿盟科技威胁情报周报（2020.03.23~2020.03.29）","2020/3/30","一、威胁通告VMware权限提升漏洞【发布时间】2020-03-24 10:00:00 GMT【概述】3月24日，微软发布了编号为ADV200006的安全通告，通告指出Adobe Type Manager Library在处理multi-master字体（Adobe Type 1 PostScript 格式）时存在缺陷，攻击者可以精心构造恶意文档并诱使用户使用Windows Preview pane预览，从而利用该漏洞来远程执行代码。http: blog nsfocus net type1-threat-0day-0324 二、热点资讯APT37复盘分","/html/2020/39_0330/887.html"
"「漏洞通告」Type1 字体解析远程代码执行漏洞（0-day）","2020/3/24","当地时间3月23日，微软发布ADV200006号通告，称其发现目前有在野攻击利用Adobe Type Manager Library中的2个0-day漏洞。由于该Library在处理multi-master字体（Adobe Type 1 PostScript格式）时存在缺陷，攻击者可以精心构造一个恶意的文档并诱使用户使用Windows Preview pane预览，从而利用该漏洞来远程执行代码。目前Microsoft已经在准备相关的补丁，预计于下个月的补丁日发出。同时建议用户现在可以采取相应的缓解措","/html/2020/39_0324/885.html"
"绿盟科技威胁周报（2020.03.16~2020.0322）","2020/3/23","一、威胁通告VMware权限提升漏洞【发布时间】2020-03-18 20:00:00 GMT【概述】3月17日，VMware官方发布编号为VMSA-2020-0005的安全公告，修复了存在于VMware Fusion，VMRCforMac和HorizonClientforMac中的权限提升漏洞（CVE-2020-3950），由于VMware错误的使用了setuid，攻击者利用此漏洞可将目标系统中的普通用户权限提升至管理员权限。【链接】http: blog nsfocus net vmware-cve-2020-3950-0318 二、热点资讯NetWire木马","/html/2020/39_0323/886.html"
"「漏洞通告」VMware权限提升漏洞（CVE-2020-3950）","2020/3/18","一、漏洞概述3月17日，VMware官方发布编号为VMSA-2020-0005的安全公告，修复了存在于VMware Fusion，VMRCforMac和HorizonClientforMac中的权限提升漏洞（CVE-2020-3950），由于VMware错误的使用了setuid，攻击者利用此漏洞可将目标系统中的普通用户权限提升至管理员权限。目前PoC已公开，建议相关用户升级版本进行防护。漏洞复现成功的截图如下：参考链接：https: www vmware com security advisories VMSA-2020-0005 html二","/html/2020/39_0318/884.html"
"NetWire木马控制者开始投放nCoV-19疫情诱饵文档","2020/3/18","伏影实验室发现，最早2012年出现的远控木马 NetWire，近期在其文档中加入了nCoV-19疫情相关的社工内容。随着新冠肺炎病毒（nCoV-19）在世界范围内的传播，多个国际黑客组织开始注意到疫情话题在社会工程学方面的易用性，将疫情相关的信息融入到攻击过程当中。绿盟科技伏影实验室早前发布的信息（http: blog nsfocus net watch-out-for-hackers-attacked-by-new-crown-virus-pneumonia ）显示，已有Emotet、FormBook等知名木马","/html/2020/39_0318/883.html"
"绿盟科技威胁周报（2020.03.09~2020.03.15）","2020/3/16","一、威胁通告微软SMBv3协议远程代码执行漏洞【发布时间】2020-03-11 20:00:00 GMT【概述】3月10日，微软发布安全通告称Microsoft Server Message Block 3 1 1(SMBv3)协议在处理某些请求的方式中存在代码执行漏洞，未经身份验证的攻击者发送精心构造的数据包进行攻击，可在目标SMB服务器上执行任意代码。http: blog nsfocus net cve-2020-0796 Apache ShardingSphere远程代码执行漏洞【发布时间】2020-03-12 22:00:00","/html/2020/39_0316/882.html"
"防护方案来了！Windows SMBv3远程代码执行漏洞 (CVE-2020-0796)","2020/3/11","一、综述北京时间3月11日，微软发布了3月安全补丁更新，其中包含一条安全通告称其已经了解到在Microsoft Server Message Block 3 1 1(SMBv3)中存在一个远程代码执行漏洞，成功利用该漏洞的攻击者可以在目标SMB服务器或SMB客户端上执行代码。该漏洞源于SMBv3协议对于特定请求的处理方式存在错误，攻击者可以在未经身份验证的情况下利用该漏洞。若要针对SMBv3服务器，攻击者可以将特制的数据包发送到SMB服务器来触发。若要针","/html/2020/39_0311/881.html"
"「漏洞通告」Apache ShardingSphere远程代码执行（CVE-2020-1947）","2020/3/11","一、漏洞概述Apache ShardingSphere是京东开源的分布式数据库中间件项目，于2018年11月进入Apache基金会孵化器。可提供数据分片（分库分表）、分布式事务、数据库治理三大功能。3月10日，Apache ShardingSphere官方库发布了新版本4 0 1，修复了远程代码执行漏洞（CVE-2020-1947）。攻击者在登录管理后台后，通过提交恶意YAML代码，可实现远程代码执行。请相关用户尽快升级至最新版本，修复此漏洞。漏洞复现成功截图如下：参考","/html/2020/39_0311/880.html"
"「漏洞通告」微软SMBv3远程代码执行漏洞(CVE-2020-0796)","2020/3/11","综述北京时间3月11日，微软发布了3月安全补丁更新，其中包含一条安全通告称其已经了解到在Microsoft Server Message Block 3 1 1(SMBv3)中存在一个远程代码执行漏洞，成功利用该漏洞的攻击者可以在目标SMB服务器或SMB客户端上执行代码。目前微软官方没有提供安全补丁，但是提供了缓解措施。参考链接：https: portal msrc microsoft com en-US security-guidance advisory adv200005漏洞概述该漏洞源于SMBv3协议对于特定请","/html/2020/39_0311/879.html"
"绿盟威胁情报周报（2020.03.02~2020.03.08）","2020/3/9","一、威胁通告V8类型混淆漏洞【发布时间】2020-03-04 20:00:00 GMT【概述】2月25日，谷歌Chrome浏览器与微软Edge浏览器发布了安全更新，在Google Chrome 浏览器80 0 3987 122以下与MicrosoftEdge浏览器80 0 361 62以下的版本中，开源 JavaScript和WebAssembly引擎V8中存在一个类型混淆漏洞（CVE-2020-6418），可能导致攻击者非法访问数据，从而执行恶意代码。有研究人员发现，在更新发布前，该漏洞就已经被攻击者用于实际攻","/html/2020/39_0309/878.html"
"【漏洞通告】Linux系统pppd远程代码执行漏洞（CVE-2020-8597）","2020/3/9","一 漏洞概述3月6日，US-CERT发布了一个关于影响PPP daemon(pppd)软件的存在17年之久的远程代码执行漏洞的公告，影响几乎所有基于Linux的操作系统以及网络设备固件。该漏洞为栈缓冲溢出漏洞(CVE-2020-8597)，CVSS评分为9 8分；pppd中的eap c在eap_request和eap_response函数中rhostname参数存在缓冲区溢出，未经身份验证的攻击者发送恶意伪造的EAP包，可在受影响的系统中远程执行任意代码。pppd软件是Point-to-Point Protoco","/html/2020/39_0309/877.html"
"漏洞通告 | Oracle Coherence反序列化远程代码执行（CVE-2020-2555）","2020/3/9","一、漏洞描述2020年1月15日，Oracle官方发布了2020年1月关键补丁更新公告，修复了334个不同程度的漏洞。其中包括一个Oracle Coherence反序列化远程代码执行漏洞（CVE-2020-2555），CVSS评分为9 8；该漏洞允许未经身份验证的攻击者通过构造T3网络协议请求进行攻击，成功利用该漏洞可实现在目标主机上执行任意代码。使用了Oracle Coherence库的产品受此漏洞影响，在WebLogicServer 11g Release（10 3 4）及以上版本的安装包中","/html/2020/39_0309/876.html"
"【漏洞通告】Spring-cloud-config-server路径遍历（CVE-2020-5405)","2020/3/6","一、漏洞概述绿盟科技安全研究员发现spring-cloud-config-server组件中存在路径遍历漏洞（CVE-2020-5405），2月26日Spring官方发布了漏洞通告并致谢。攻击者利用此漏洞可以实现目录遍历，读取未授权文件的内容，请相关用户尽快升级spring-cloud-config-server至修复版本，对此漏洞进行防护。利用成功的截图如下：二、影响范围受影响版本：2 2 0 to 2 2 12 1 0 to 2 1 6不受影响版本：2 2 22 1 7三、漏洞检测3 1 版本检测建","/html/2020/39_0306/875.html"
"绿盟科技威胁情报月报-2020年2月","2020/3/3","一、 漏洞态势2020年02月绿盟科技安全漏洞库共收录236漏洞, 其中高危漏洞57个，微软高危漏洞26个。数据来源：绿盟科技威胁情报中心，本表数据截止到2020 02 29注：绿盟科技漏洞库包含应用程序漏洞、安全产品漏洞、操作系统漏洞、数据库漏洞、网络设备漏洞等；二、 威胁事件1 DRBControl网络间谍组织针对赌博活动【标签】DRBControl【针对行业】赌博和博彩【时间】2020-02-18【简介】DRBControl网络间谍组织开展一起攻击活","/html/2020/39_0303/874.html"
"【漏洞通告】V8类型混淆漏洞（CVE-2020-6418）","2020/3/2","一 漏洞概述2月25日，谷歌Chrome浏览器与微软Edge浏览器发布了安全更新，在Google Chrome浏览器80 0 3987 122以下与MicrosoftEdge浏览器80 0 361 62以下的版本中，开源JavaScript和WebAssembly引擎V8中存在一个类型混淆漏洞（CVE-2020-6418），可能导致攻击者非法访问数据，从而执行恶意代码。有研究人员发现，在更新发布前，该漏洞就已经被攻击者用于实际攻击。目前漏洞细节已公开，请装有谷歌Chrome与微软Edge等使用V8引擎","/html/2020/39_0302/873.html"
"绿盟科技威胁情报周报-2020年第9周（2020.2.24-2020.3.01）","2020/3/1","一、 威胁通告 Microsoft Exchange Server远程代码执行漏洞【发布时间】2020-02-26 20:00:00 GMT【概述】北京时间2月12日，微软在发布2月安全更新补丁中将影响Microsoft Exchange Server的漏洞CVE-2020-0688定义为内存损坏漏洞。2月26日有安全研究员公开了该漏洞细节，获取到邮箱账户权限的攻击者向服务器发送精心构造的请求，可在服务器端实现远程代码执行，微软官方也将之前命名的内存损坏漏洞重命名为远程代码执行","/html/2020/39_0301/872.html"
"【威胁通告】Microsoft Exchange Server远程代码执行漏洞(CVE-2020-0688)","2020/2/25","综述在微软发布的2月份安全更新中包含一个重要级别的补丁，用于修复存在于 Microsoft Exchange Server中的远程代码执行漏洞（CVE-2020-0688）。该漏洞影响所有受支持的Microsoft Exchange Server。目前已有该漏洞的详细分析和利用演示，详见以下参考链接。漏洞原因是Exchange服务器在安装时没有正确创建唯一的加密密钥。导致经过身份验证的攻击者可以欺骗目标服务器反序列化恶意创建的数据，来达到在目标服务器上以 SYSTE","/html/2020/39_0225/871.html"
"【威胁通告】OpenSMTPD远程命令执行漏洞(CVE-2020-8794)","2020/2/24","综述当地时间2月24日，来自安全公司Qualys的研究人员在公开邮件组中公布了OpenSMTPD 中存在的一个远程命令执行漏洞CVE-2020-8794。OpenSMTPD （也称为OpenBSD SMTP服务器）是 OpenBSD 项目的一部分，一个免费的服务器端SMTP协议实现，通过RFC5321定义。CVE-2020-8794 是一个越界读取漏洞，可被远程利用，成功的利用可导致攻击者以 root 身份执行注入到 envelope 文件中的任意命令。据研究人员表示，他们针对此漏洞开","/html/2020/39_0224/870.html"
"【威胁通告】Google Chrome 发布更新修复 0day漏洞（CVE-2020-6418）","2020/2/24","综述当地时间 2月24日，Google 针对桌面版Chrome浏览器发布更新以解决多个漏洞，其中包括已被发现在野利用的高危漏洞CVE-2020-6418。CVE-2020-6418是存在于V8中的类型混淆漏洞，V8是Google Chrome的开源JavaScript和WebAssembly引擎。该漏洞由 Google威胁分析小组的Clement Lecigne发现并上报。参考链接：https: chromereleases googleblog com 2020 02 stable-channel-update-for-desktop_24 html受影响产品版本Google","/html/2020/39_0224/869.html"
